PlaceID,Name,SimplifiedChineseName,TradionalChineseName,Province/City,Source,Longtitude,Latitude,Area,DistrictByArea,DongByArea,LongtitudeByArea,LatitudeByArea,중문원문,문제종류
57,고궁,古宫,古宮,Seoul,2013 외래관광객실태조사,,,경복궁,종로구,세종로,126.977041,37.579617,,
58,박물관(기념관),博物馆(纪念馆),博物館(紀念館),Seoul,2013 외래관광객실태조사,,,국립중앙박물관,용산구,용산동6가,126.9804702,37.5238506,,
59,인사동,仁寺洞,仁寺洞,Seoul,2013 외래관광객실태조사,126.9860732,37.5717174,인사동,종로구,인사동,126.9860732,37.5717174,,
60,남산/N서울타워,南山/N首尔塔,南山/N首爾塔,Seoul,2013 외래관광객실태조사,,,남산,용산구,후암동,126.9809696,37.5537586,,
61,명동,明洞,明洞,Seoul,2013 외래관광객실태조사,126.9858296,37.55998,명동,중구,남산동2가,126.9858296,37.55998,,
62,남대문시장,南大门市场,南大門市場,Seoul,2013 외래관광객실태조사,126.9776692,37.5591786,남대문시장,중구,남창동,126.9776692,37.5591786,,
63,코엑스,COEX,COEX,Seoul,2013 외래관광객실태조사,127.0595931,37.5113686,코엑스,강남구,삼성동,127.0595931,37.5113686,,
64,동대문시장,东大门市场,東大門市場,Seoul,2013 외래관광객실태조사,127.0081119,37.5707806,동대문시장,종로구,종로6가,127.0081119,37.5707806,,
65,이태원,梨泰院,梨泰院,Seoul,2013 외래관광객실태조사,126.9925224,37.5385051,이태원,용산구,이태원동,126.9925224,37.5385051,,
66,롯데월드,乐天世界,樂天世界,Seoul,2013 외래관광객실태조사,127.098167,37.5111158,롯데월드,송파구,잠실동,127.098167,37.5111158,,
67,여의도/63빌딩/영등포,汝矣岛/63大厦/永登浦,汝矣島/63大廈/永登浦,Seoul,2013 외래관광객실태조사,,,영등포구,영등포구,영등포동2가,126.9101692,37.5223245,,
68,한강/유람선,汉江/游船,漢江/遊覽船,Seoul,2013 외래관광객실태조사,,,한강유람선,영등포구,여의도동,126.9384944,37.5257811,,
69,청계천/광화문광장,清溪川/光化门广场,清溪川/光化門廣場,Seoul,2013 외래관광객실태조사,,,광화문광장,종로구,세종로,126.9769117,37.572389,,
70,신촌/홍대주변,新村/弘大周围,新村/弘大周圍,Seoul,2013 외래관광객실태조사,,,홍대거리,마포구,서교동,126.9241498,37.5558499,,
71,DMC/월드컵 경기장,DMC/世界杯体育场,DMC/世界盃體育場,Seoul,2013 외래관광객실태조사,126.8972735,37.5682617,월드컵 경기장,마포구,성산동,126.8972735,37.5682617,DMC/世界盃赛场,번체/간체 번역의 생소한 표현
72,한옥마을(남산),韩屋村(南山),韓屋村(南山),Seoul,2013 외래관광객실태조사,126.994477,37.559315,남산골 한옥마을,중구,필동2가,126.994477,37.559315,,
73,북촌,北村,北村,Seoul,2013 외래관광객실태조사,126.9849519,37.5814696,북촌,종로구,가회동,126.9849519,37.5814696,,
74,청담동,清潭洞,清潭洞,Seoul,2013 외래관광객실태조사,127.0479736,37.5233931,청담동,강남구,청담동,127.0479736,37.5233931,,
75,가로수길,林荫树街,林蔭樹街,Seoul,2013 외래관광객실태조사,127.0228686,37.5210566,가로수길,강남구,신사동,127.0228686,37.5210566,,
76,월미도/차이나타운·개항장/연안부두,月尾岛/唐人街/开港场/沿岸埠头,月尾島/唐人街/開港場/沿岸埠頭,Incheon,2013 외래관광객실태조사,,,인천 차이나타운,중구,북성동2가,126.6178849,37.475589,臨津閣/烏頭山統一瞭望台/沿岸埠頭,번체/간체 오역 사례
77,송도,松岛,松島,Incheon,2013 외래관광객실태조사,126.6389202,37.3860959,송도,연수구,송도동,126.6389202,37.3860959,,
78,강화도,江华岛,江華島,Incheon,2013 외래관광객실태조사,126.4511281,37.7131742,강화도,강화군,불은면,126.4511281,37.7131742,,
79,영종도/공항주변/인천대교,永宗岛/机场周边/仁川大桥,永宗島/機場周邊/仁川大橋,Incheon,2013 외래관광객실태조사,,,영종도,중구,운남동,126.5358479,37.5000629,,
80,소래포구,苏来浦口,蘇來浦口,Incheon,2013 외래관광객실태조사,126.7407213,37.3987976,소래포구,남동구,논현동,126.7407213,37.3987976,,
81,옹진,瓮津,瓮津,Incheon,2013 외래관광객실태조사,124.6778869,37.9535884,옹진군,옹진군,백령면,124.6778869,37.9535884,,
82,임진각/오두산 통일 전망대/판문점,临津阁/乌头山统一瞭望台/板门店,臨津閣/烏頭山統一瞭望台/板門店,Gyeonggi,2013 외래관광객실태조사,,,임진각,파주시,문산읍,126.7402185,37.8897444,休戰線/板門店,번체/간체 오역 사례
83,에버랜드,爱宝乐园,愛寶樂園,Gyeonggi,2013 외래관광객실태조사,127.2025664,37.2939104,에버랜드,용인시 처인구,포곡읍,127.2025664,37.2939104,,
84,수원화성,水原华城,水原華城,Gyeonggi,2013 외래관광객실태조사,127.0119379,37.2871202,수원화성,수원시 장안구,영화동,127.0119379,37.2871202,,
85,민속촌,民俗村,民俗村,Gyeonggi,2013 외래관광객실태조사,127.1181126,37.258939,한국민속촌,용인시 기흥구,보라동,127.1181126,37.258939,,
86,서울랜드,首尔乐园,首爾樂園,Gyeonggi,2013 외래관광객실태조사,127.0201267,37.4341563,서울랜드,과천시,막계동,127.0201267,37.4341563,,
87,서울시청,首尔市厅,首爾市廳,Seoul,2013 외래관광객실태조사,126.9782038,37.5665851,서울시청,중구,태평로1가,126.9782038,37.5665851,,
88,청와대,青瓦台,青瓦臺,Seoul,2013 외래관광객실태조사,126.974811,37.5866076,청와대,종로구,세종로,126.974811,37.5866076,,
89,한옥마을,韩屋村(南山),韓屋村(南山),Seoul,2013 외래관광객실태조사,126.994477,37.559315,남산골 한옥마을,중구,필동2가,126.994477,37.559315,,
90,사찰,寺庙,寺廟,,2013 외래관광객실태조사,,,,,,,,,
91,산,山,山,,2013 외래관광객실태조사,,,,,,,,,
92,온천,温泉,溫泉,,2013 외래관광객실태조사,,,,,,,,,
93,예술의전당,艺术殿堂,藝術殿堂,Seoul,2013 외래관광객실태조사,127.0128613,37.4792903,예술의전당,서초구,서초동,127.0128613,37.4792903,,
94,올림픽공원,奥林匹克公园,奧林匹克公園,Seoul,2013 외래관광객실태조사,127.1214941,37.5206868,올림픽공원,송파구,방이동,127.1214941,37.5206868,,
95,강,河,河,,2013 외래관광객실태조사,,,,,,,,,
96,병원,医院,醫院,,2013 외래관광객실태조사,,,,,,,,,
97,서울역,首尔站,首爾站,Seoul,2013 외래관광객실태조사,126.972317,37.555946,서울역,중구,봉래동2가,126.972317,37.555946,,
98,워커힐,华克山庄首尔大酒店,華克山莊首爾大酒店,Seoul,2013 외래관광객실태조사,127.1108905,37.5552126,그랜드 워커힐 서울,광진구,광장동,127.1108905,37.5552126,,
99,김치학교,泡菜学校,泡菜學校,Gyeonggi,2013 외래관광객실태조사,126.8786163,37.5958252,김치학교,고양시 덕양구,덕은동,126.8786163,37.5958252,,
100,영화및드라마촬영지,电影和戏剧的拍摄地点,電影和戲劇的拍攝地點,,2013 외래관광객실태조사,,,,,,,,,
101,공연,公演,公演,,2013 외래관광객실태조사,,,,,,,,,
102,카지노,赌场,賭場,,2013 외래관광객실태조사,,,,,,,,,
103,양지리조트,阳智Pine渡假村,陽智Pine渡假村,Gyeonggi,2013 외래관광객실태조사,127.2950572,37.2130027,양지리조트,용인시 처인구,양지면,127.2950572,37.2130027,,
104,지산리조트,芝山度假村,芝山度假村,Gyeonggi,2013 외래관광객실태조사,127.3448638,37.2172793,지산리조트,이천시,마장면,127.3448638,37.2172793,,
105,베어스타운,熊城渡假村,熊城渡假村,Gyeonggi,2013 외래관광객실태조사,127.248291,37.7967269,베어스타운,포천시,내촌면,127.248291,37.7967269,,
106,LG스키장,LG滑雪场,LG滑雪場,Gyeonggi,2013 외래관광객실태조사,127.2837987,37.331614,곤지암리조트 스키장,광주시,도척면,127.2837987,37.331614,,
107,곤지암리조트,昆池岩度假村,昆池岩度假村,Gyeonggi,2013 외래관광객실태조사,127.2953076,37.3372414,곤지암리조트,광주시,도척면,127.2953076,37.3372414,,
108,청평리조트,清平度假村,清平度假村,Gyeonggi,2013 외래관광객실태조사,,,청평면,가평군,청평면,127.4293452,37.7297832,,
109,스키장,滑雪场,滑雪場,,2013 외래관광객실태조사,,,,,,,,,
110,신사동,新沙洞,新沙洞,Seoul,2013 외래관광객실태조사,127.0230659,37.5235332,신사동,강남구,신사동,127.0230659,37.5235332,,
111,용산,龙山,龍山,Seoul,2013 외래관광객실태조사,126.9798839,37.5313805,용산구,용산구,용산동3가,126.9798839,37.5313805,,
112,강남,江南,江南,Seoul,2013 외래관광객실태조사,127.0629804,37.4966645,강남구,강남구,대치동,127.0629804,37.4966645,,
113,압구정동,狎鸥亭洞,狎鷗亭洞,Seoul,2013 외래관광객실태조사,127.0334517,37.5271478,압구정동,강남구,신사동,127.0334517,37.5271478,,
114,신당동,新堂洞,新堂洞,Seoul,2013 외래관광객실태조사,127.01367,37.5579144,신당동,중구,신당동,127.01367,37.5579144,,
115,제기동,祭基洞,祭基洞,Seoul,2013 외래관광객실태조사,127.0372351,37.5837593,제기동,동대문구,제기동,127.0372351,37.5837593,,
116,종로,钟路,鐘路,Seoul,2013 외래관광객실태조사,126.977339,37.5949159,종로구,종로구,삼청동,126.977339,37.5949159,,
117,목동,木洞,木洞,Seoul,2013 외래관광객실태조사,126.8745334,37.5360367,목동,양천구,목동,126.8745334,37.5360367,,
118,신도림동,新道林洞,新道林洞,Seoul,2013 외래관광객실태조사,126.8822494,37.5099675,신도림동,구로구,신도림동,126.8822494,37.5099675,,
119,삼성동,三成洞,三成洞,Seoul,2013 외래관광객실태조사,127.0561274,37.513975,삼성동,강남구,삼성동,127.0561274,37.513975,,
120,장안동,长安洞,長安洞,Seoul,2013 외래관광객실태조사,127.0700249,37.570207,장안동,동대문구,장안동,127.0700249,37.570207,,
121,삼청동,三清洞,三清洞,Seoul,2013 외래관광객실태조사,126.9810164,37.5907651,삼청동,종로구,삼청동,126.9810164,37.5907651,,
122,혜화동/ 대학로,惠化洞/大学路,惠化洞/大學路,Seoul,2013 외래관광객실태조사,127.0016013,37.5782763,대학로,종로구,연건동,127.0016013,37.5782763,,
123,반포동,盘浦洞,盤浦洞,Seoul,2013 외래관광객실태조사,127.0007494,37.5039744,반포동,서초구,반포동,127.0007494,37.5039744,,
124,노량진,鹭梁津,鷺梁津,Seoul,2013 외래관광객실태조사,126.941687,37.514082,노량진역,동작구,노량진동,126.941687,37.514082,,
125,구로,九老,九老,Seoul,2013 외래관광객실태조사,126.8563336,37.4944134,구로구,구로구,개봉동,126.8563336,37.4944134,,
126,성북동,城北洞,城北洞,Seoul,2013 외래관광객실태조사,126.9978087,37.5952093,성북동,성북구,성북동,126.9978087,37.5952093,,
127,석계동,石溪洞,石溪洞,Seoul,2013 외래관광객실태조사,127.0657675,37.6150815,석계역,노원구,월계동,127.0657675,37.6150815,,
128,성수동,圣水洞,聖水洞,Seoul,2013 외래관광객실태조사,127.0566319,37.5406846,성수동,성동구,성수동2가,127.0566319,37.5406846,,
129,한남동,汉南洞,漢南洞,Seoul,2013 외래관광객실태조사,127.0051334,37.5375279,한남동,용산구,한남동,127.0051334,37.5375279,,
130,잠실,蚕室,蠶室,Seoul,2013 외래관광객실태조사,127.1001336,37.5132612,잠실역,송파구,신천동,127.1001336,37.5132612,,
131,안국동,安国洞,安國洞,Seoul,2013 외래관광객실태조사,126.9836297,37.5773998,안국동,종로구,안국동,126.9836297,37.5773998,,
132,대림동,大林洞,大林洞,Seoul,2013 외래관광객실태조사,126.9001326,37.4954266,대림동,영등포구,대림동,126.9001326,37.4954266,,
133,홍제동,弘济洞,弘濟洞,Seoul,2013 외래관광객실태조사,126.9489545,37.5870737,홍제동,서대문구,홍제동,126.9489545,37.5870737,,
134,송파동,松坡洞,松坡洞,Seoul,2013 외래관광객실태조사,127.1135469,37.5051072,송파동,송파구,송파동,127.1135469,37.5051072,,
135,수유리,水踰里,水踰里,Seoul,2013 외래관광객실태조사,127.0073721,37.6383275,수유동,강북구,수유동,127.0073721,37.6383275,,
136,서초동,瑞草洞,瑞草洞,Seoul,2013 외래관광객실태조사,127.0167954,37.4883869,서초동,서초구,서초동,127.0167954,37.4883869,,
137,평창동,平昌洞,平昌洞,Seoul,2013 외래관광객실태조사,126.9745028,37.6130288,평창동,종로구,평창동,126.9745028,37.6130288,,
138,논현동,论岘洞,論峴洞,Seoul,2013 외래관광객실태조사,127.0317124,37.5136787,논현동,강남구,논현동,127.0317124,37.5136787,,
139,충무로,忠武路,忠武路,Seoul,2013 외래관광객실태조사,126.9927416,37.5648394,충무로,중구,초동,126.9927416,37.5648394,,
140,청량리동,清凉里洞,清涼裡洞,Seoul,2013 외래관광객실태조사,127.0452806,37.5888074,청량리동,동대문구,청량리동,127.0452806,37.5888074,,
141,번동,樊洞,樊洞,Seoul,2013 외래관광객실태조사,127.0367452,37.629038,번동,강북구,번동,127.0367452,37.629038,,
142,독산동,秃山洞,禿山洞,Seoul,2013 외래관광객실태조사,126.8982935,37.4674733,독산동,금천구,독산동,126.8982935,37.4674733,,
143,양재동,良才洞,良才洞,Seoul,2013 외래관광객실태조사,127.0374623,37.4719823,양재동,서초구,양재동,127.0374623,37.4719823,,
144,서대문,西大门,西大門,Seoul,2013 외래관광객실태조사,126.9390623,37.5777796,서대문구,서대문구,연희동,126.9390623,37.5777796,,
145,역삼동,驿三洞,驛三洞,Seoul,2013 외래관광객실태조사,127.0385419,37.5000776,역삼동,강남구,역삼동,127.0385419,37.5000776,,
146,장안평동,长安坪洞,長安坪洞,Seoul,2013 외래관광객실태조사,127.0700249,37.570207,장안동,동대문구,장안동,127.0700249,37.570207,,
147,신천동,新川洞,新川洞,Seoul,2013 외래관광객실태조사,127.0989719,37.5239227,신천동,송파구,신천동,127.0989719,37.5239227,,
148,회현동,会贤洞,會賢洞,Seoul,2013 외래관광객실태조사,126.9776955,37.5576619,회현동,중구,남창동,126.9776955,37.5576619,,
149,대치동,大峙洞,大峙洞,Seoul,2013 외래관광객실태조사,127.0633458,37.4991887,대치동,강남구,대치동,127.0633458,37.4991887,,
150,광장동,广藏洞,廣藏洞,Seoul,2013 외래관광객실태조사,127.1047149,37.5478239,광장동,광진구,광장동,127.1047149,37.5478239,,
151,천호동,千户洞,千戶洞,Seoul,2013 외래관광객실태조사,127.1276202,37.5443765,천호동,강동구,천호동,127.1276202,37.5443765,,
152,이촌동,二村洞,二村洞,Seoul,2013 외래관광객실태조사,126.9665337,37.5174531,이촌동,용산구,이촌동,126.9665337,37.5174531,,
153,잠원동,蚕院洞,蠶院洞,Seoul,2013 외래관광객실태조사,127.0137779,37.5151065,잠원동,서초구,잠원동,127.0137779,37.5151065,,
154,화양동,华阳洞,華陽洞,Seoul,2013 외래관광객실태조사,127.07341,37.5432534,화양동,광진구,화양동,127.07341,37.5432534,,
155,신대방동,新大方洞,新大方洞,Seoul,2013 외래관광객실태조사,126.9171843,37.4926743,신대방동,동작구,신대방동,126.9171843,37.4926743,,
156,답십리동,踏十里洞,踏十里洞,Seoul,2013 외래관광객실태조사,127.0566992,37.5710195,답십리동,동대문구,답십리동,127.0566992,37.5710195,,
157,강변/테크노마트,Techno Mart江边店,Techno Mart江邊店,Seoul,2013 외래관광객실태조사,127.095505,37.5355072,테크노마트,광진구,구의동,127.095505,37.5355072,,
158,도봉산,道峰山,道峰山,Seoul,2013 외래관광객실태조사,127.0156843,37.7004635,도봉산,도봉구,도봉동,127.0156843,37.7004635,,
159,서울예술회관,艺术殿堂,藝術殿堂,Seoul,2013 외래관광객실태조사,127.0128613,37.4792903,예술의전당,서초구,서초동,127.0128613,37.4792903,,
160,인왕산,仁王山,仁王山,Seoul,2013 외래관광객실태조사,126.9593042,37.5849489,인왕산,종로구,옥인동,126.9593042,37.5849489,,
161,북한산,北汉山,北漢山,Seoul,2013 외래관광객실태조사,126.993333,37.660833,북한산,강북구,우이동,126.993333,37.660833,,
162,소요산,逍遥山,逍遙山,Gyeonggi,2013 외래관광객실태조사,127.0878091,37.9426296,소요산,동두천시,상봉암동,127.0878091,37.9426296,,
163,강북,江北,江北,Seoul,2013 외래관광객실태조사,127.0111839,37.6434801,강북구,강북구,수유동,127.0111839,37.6434801,,
164,광장시장,广藏市场,廣藏市場,Seoul,2013 외래관광객실태조사,126.9996036,37.5700398,광장시장,종로구,예지동,126.9996036,37.5700398,,
165,경동시장,京东市场,京東市場,Seoul,2013 외래관광객실태조사,127.03854,37.57973,경동시장,동대문구,제기동,127.03854,37.57973,,
166,노량진수산시장,鹭梁津水产市场,鷺梁津水產市場,Seoul,2013 외래관광객실태조사,126.9389205,37.5149238,노량진수산시장,동작구,노량진동,126.9389205,37.5149238,,
167,국기원,国技院,國技院,Seoul,2013 외래관광객실태조사,127.0302469,37.501965,국기원,강남구,역삼동,127.0302469,37.501965,,
168,서대문형무소,西大门刑务所,西大門刑務所,Seoul,2013 외래관광객실태조사,126.956071,37.574271,서대문 형무소,서대문구,현저동,126.956071,37.574271,,
169,국립현충원,国立首尔显忠院,國立首爾顯忠院,Seoul,2013 외래관광객실태조사,126.9737649,37.5016918,국립현충원,동작구,동작동,126.9737649,37.5016918,,
170,종묘,宗庙,宗廟,Seoul,2013 외래관광객실태조사,126.994143,37.574583,종묘,종로구,훈정동,126.994143,37.574583,,
171,봉은사,奉恩寺,奉恩寺,Seoul,2013 외래관광객실태조사,127.0573766,37.514852,봉은사,강남구,삼성동,127.0573766,37.514852,,
172,조계사,曹溪寺,曹溪寺,Seoul,2013 외래관광객실태조사,126.982202,37.5738369,조계사,종로구,견지동,126.982202,37.5738369,,
173,능동,陵洞,陵洞,Seoul,2013 외래관광객실태조사,127.0817378,37.5505785,능동,광진구,능동,127.0817378,37.5505785,,
174,군자동,君子洞,君子洞,Seoul,2013 외래관광객실태조사,127.0736767,37.5530406,군자동,광진구,군자동,127.0736767,37.5530406,,
175,마포,麻浦,麻浦,Seoul,2013 외래관광객실태조사,126.9082589,37.5593115,마포구,마포구,성산동,126.9082589,37.5593115,,
176,가산디지털단지,加山数码园区,加山數碼園區,Seoul,2013 외래관광객실태조사,126.882652,37.48144,가산디지털단지역,금천구,가산동,126.882652,37.48144,,
177,평동,平洞,平洞,Seoul,2013 외래관광객실태조사,126.9668616,37.5679159,평동,종로구,평동,126.9668616,37.5679159,,
178,봉천동,奉天洞,奉天洞,Seoul,2013 외래관광객실태조사,126.9534883,37.4779671,봉천동,관악구,봉천동,126.9534883,37.4779671,,
179,방배동,方背洞,方背洞,Seoul,2013 외래관광객실태조사,126.9931207,37.4794939,방배동,서초구,방배동,126.9931207,37.4794939,,
180,문래동,文来洞,文來洞,Seoul,2013 외래관광객실태조사,126.891505,37.516637,문래동,영등포구,문래동3가,126.891505,37.516637,,
181,북창동,北仓洞,北倉洞,Seoul,2013 외래관광객실태조사,126.978205,37.5624528,북창동,중구,북창동,126.978205,37.5624528,,
182,사당동,舍堂洞,舍堂洞,Seoul,2013 외래관광객실태조사,126.9772568,37.4798074,사당동,동작구,사당동,126.9772568,37.4798074,,
183,구의동,九宜洞,九宜洞,Seoul,2013 외래관광객실태조사,127.092844,37.5444007,구의동,광진구,구의동,127.092844,37.5444007,,
184,합정동,合井洞,合井洞,Seoul,2013 외래관광객실태조사,126.9111751,37.5483014,합정동,마포구,합정동,126.9111751,37.5483014,,
185,신림동,新林洞,新林洞,Seoul,2013 외래관광객실태조사,126.9358124,37.4631968,신림동,관악구,신림동,126.9358124,37.4631968,,
186,암사동,岩寺洞,巖寺洞,Seoul,2013 외래관광객실태조사,127.1310675,37.5578058,암사동,강동구,암사동,127.1310675,37.5578058,,
187,가락동,可乐洞,可樂洞,Seoul,2013 외래관광객실태조사,127.1184047,37.4956865,가락동,송파구,가락동,127.1184047,37.4956865,,
188,옥수동,玉水洞,玉水洞,Seoul,2013 외래관광객실태조사,127.013956,37.5438285,옥수동,성동구,옥수동,127.013956,37.5438285,,
189,당산동,堂山洞,堂山洞,Seoul,2013 외래관광객실태조사,126.9040058,37.5364736,당산동,영등포구,당산동,126.9040058,37.5364736,,
190,홍은동,弘恩洞,弘恩洞,Seoul,2013 외래관광객실태조사,126.9385581,37.5930107,홍은동,서대문구,홍은동,126.9385581,37.5930107,,
191,가양동,加阳洞,加陽洞,Seoul,2013 외래관광객실태조사,126.8510787,37.5678802,가양동,강서구,가양동,126.8510787,37.5678802,,
192,개봉동,开峰洞,開峰洞,Seoul,2013 외래관광객실태조사,126.8519326,37.4942409,개봉동,구로구,개봉동,126.8519326,37.4942409,,
193,견지동,坚志洞,堅志洞,Seoul,2013 외래관광객실태조사,126.9830126,37.5735218,견지동,종로구,견지동,126.9830126,37.5735218,,
194,부암동,付岩洞,付巖洞,Seoul,2013 외래관광객실태조사,126.9624425,37.5975499,부암동,종로구,부암동,126.9624425,37.5975499,,
195,충정로,忠正路,忠正路,Seoul,2013 외래관광객실태조사,126.9645745,37.562683,충정로,서대문구,충정로3가,126.9645745,37.562683,,
196,공덕동,孔德洞,孔德洞,Seoul,2013 외래관광객실태조사,126.9549965,37.5481125,공덕동,마포구,공덕동,126.9549965,37.5481125,,
197,개포동,开浦洞,開浦洞,Seoul,2013 외래관광객실태조사,127.0626272,37.4802905,개포동,강남구,개포동,127.0626272,37.4802905,,
198,소공동,小公洞,小公洞,Seoul,2013 외래관광객실태조사,126.9749183,37.5644131,소공동,중구,서소문동,126.9749183,37.5644131,,
199,남영동,南营洞,南營洞,Seoul,2013 외래관광객실태조사,126.9745456,37.5458902,남영동,용산구,갈월동,126.9745456,37.5458902,,
200,연희동,延禧洞,延禧洞,Seoul,2013 외래관광객실태조사,126.9309364,37.5715365,연희동,서대문구,연희동,126.9309364,37.5715365,,
201,홍익대학교,弘益大学,弘益大學,Seoul,2013 외래관광객실태조사,126.9254901,37.5507563,홍익대학교,마포구,상수동,126.9254901,37.5507563,,
202,이화여자대학교,梨花女子大学,梨花女子大學,Seoul,2013 외래관광객실태조사,126.9468339,37.5618588,이화여자대학교,서대문구,대현동,126.9468339,37.5618588,,
203,서울대학교,首尔大学,首爾大學,Seoul,2013 외래관광객실태조사,126.9511364,37.4593505,서울대학교,관악구,신림동,126.9511364,37.4593505,,
204,숭실대학교,崇实大学,崇實大學,Seoul,2013 외래관광객실태조사,126.9572222,37.4963538,숭실대학교,동작구,상도동,126.9572222,37.4963538,,
205,성균관대학교,成均馆大学,成均館大學,Seoul,2013 외래관광객실태조사,126.993606,37.588227,성균관대학교,종로구,명륜3가,126.993606,37.588227,,
206,한양대학교,汉阳大学,漢陽大學,Seoul,2013 외래관광객실태조사,127.0454092,37.5571759,한양대학교,성동구,행당동,127.0454092,37.5571759,,
207,고려대학교,高丽大学,高麗大學,Seoul,2013 외래관광객실태조사,127.0324773,37.5893876,고려대학교,성북구,안암동5가,127.0324773,37.5893876,,
208,경희대학교,庆熙大学,慶熙大學,Seoul,2013 외래관광객실태조사,127.0518435,37.5968367,경희대학교,동대문구,회기동,127.0518435,37.5968367,,
209,연세대학교,延世大学,延世大學,Seoul,2013 외래관광객실태조사,126.9387066,37.5663937,연세대학교,서대문구,신촌동,126.9387066,37.5663937,,
210,한국체육대학교,韩国体育大学,韓國體育大學,Seoul,2013 외래관광객실태조사,127.1309837,37.5196266,한국체육대학교,송파구,방이동,127.1309837,37.5196266,,
211,숙명여자대학교,淑明女子大学,淑明女子大學,Seoul,2013 외래관광객실태조사,126.9646916,37.546475,숙명여자대학교,용산구,청파동2가,126.9646916,37.546475,,
212,서울시립대학교,首尔市立大学,首爾市立大學,Seoul,2013 외래관광객실태조사,127.0587771,37.5838657,서울시립대학교,동대문구,전농동,127.0587771,37.5838657,,
213,서강대학교,西江大学,西江大學,Seoul,2013 외래관광객실태조사,126.9410023,37.5509442,서강대학교,마포구,대흥동,126.9410023,37.5509442,,
214,폴리텍대학,韩国产业技术大学,韓國產業技術大學,Seoul,2013 외래관광객실태조사,126.996542,37.5290615,폴리텍대학,용산구,보광동,126.996542,37.5290615,,
215,동국대학교,东国大学,東國大學,Seoul,2013 외래관광객실태조사,127.0001671,37.5582876,동국대학교,중구,장충동2가,127.0001671,37.5582876,,
216,한국외국어대학교,韩国外国语大学,韓國外國語大學,Seoul,2013 외래관광객실태조사,127.0588002,37.5974453,한국외국어대학교,동대문구,이문동,127.0588002,37.5974453,,
217,건국대학교,建国大学,建國大學,Seoul,2013 외래관광객실태조사,127.0759204,37.5423265,건국대학교,광진구,화양동,127.0759204,37.5423265,,
218,성신여자대학교,诚信女子大学,誠信女子大學,Seoul,2013 외래관광객실태조사,127.0221068,37.5912999,성신여자대학교,성북구,돈암동,127.0221068,37.5912999,,
219,삼육대학교,三育大学,三育大學,Seoul,2013 외래관광객실태조사,127.1063459,37.6435824,삼육대학교,노원구,공릉동,127.1063459,37.6435824,,
220,인하대학교,仁荷大学,仁荷大學,Incheon,2013 외래관광객실태조사,126.653488,37.4500221,인하대학교,미추홀구,용현동,126.653488,37.4500221,,
221,세종대학교,世宗大学,世宗大學,Seoul,2013 외래관광객실태조사,127.0736345,37.5518018,세종대학교,광진구,군자동,127.0736345,37.5518018,,
222,흑석동,黑石洞,黑石洞,Seoul,2013 외래관광객실태조사,126.962349,37.5055033,흑석동,동작구,흑석동,126.962349,37.5055033,,
223,어린이대공원,儿童大公园,兒童大公園,Seoul,2013 외래관광객실태조사,127.0818126,37.549363,어린이대공원,광진구,능동,127.0818126,37.549363,,
224,서울숲,首尔林,首爾林,Seoul,2013 외래관광객실태조사,127.0374424,37.5443878,서울숲,성동구,성수동1가,127.0374424,37.5443878,,
225,연평도,延坪岛,延坪島,Incheon,2013 외래관광객실태조사,125.6898155,37.659501,연평도,옹진군,연평면,125.6898155,37.659501,,
226,인천,仁川,仁川,Incheon,2013 외래관광객실태조사,,,,,,,,,
227,부천,富川市,富川市,Gyeonggi,2013 외래관광객실태조사,126.7886531,37.5042687,부천시,부천시,춘의동,126.7886531,37.5042687,,
228,인천대학교,仁川大学,仁川大學,Incheon,2013 외래관광객실태조사,126.6322345,37.3749658,인천대학교,연수구,송도동,126.6322345,37.3749658,,
229,전등사,传灯寺,傳燈寺,Incheon,2013 외래관광객실태조사,126.4845478,37.6317933,전등사,강화군,길상면,126.4845478,37.6317933,,
230,오산,乌山,烏山,Gyeonggi,2013 외래관광객실태조사,127.0513324,37.1632991,오산시,오산시,궐동,127.0513324,37.1632991,,
231,가평,加平,加平,Gyeonggi,2013 외래관광객실태조사,127.4502156,37.8184719,가평군,가평군,가평읍,127.4502156,37.8184719,,
232,안양,安阳,安陽,Gyeonggi,2013 외래관광객실태조사,126.9279179,37.4027313,안양시,안양시 동안구,비산동,126.9279179,37.4027313,,
233,청평,清平,清平,Gyeonggi,2013 외래관광객실태조사,127.4293452,37.7297832,청평면,가평군,청평면,127.4293452,37.7297832,,
234,김포,金浦,金浦,Gyeonggi,2013 외래관광객실태조사,126.6265338,37.6818227,김포시,김포시,통진읍,126.6265338,37.6818227,,
235,이천,利川,利川,Gyeonggi,2013 외래관광객실태조사,127.4810494,37.2097769,이천시,이천시,대월면,127.4810494,37.2097769,,
236,광주 (경기),光州（京畿道）,光州（京畿道）,Gyeonggi,2013 외래관광객실태조사,127.3011624,37.4030854,경기 광주시,광주시,초월읍,127.3011624,37.4030854,,
237,양주,杨州,楊州,Gyeonggi,2013 외래관광객실태조사,127.001143,37.8086632,양주시,양주시,백석읍,127.001143,37.8086632,,
238,성남,城南,城南,Gyeonggi,2013 외래관광객실태조사,127.1162181,37.4073695,성남시,성남시 분당구,삼평동,127.1162181,37.4073695,,
239,평택,平泽,平澤,Gyeonggi,2013 외래관광객실태조사,126.9941853,37.0159677,평택시,평택시,오성면,126.9941853,37.0159677,,
