CompanionID,VisitID,CompanionType
21180,15831,친구/연인
21181,15832,친구/연인
21182,15833,친구/연인
21183,15840,친구/연인
21184,15841,친구/연인
21185,15843,친구/연인
21186,15845,친구/연인
21187,15846,친구/연인
21188,15847,친구/연인
21189,15851,친구/연인
21190,15856,친구/연인
21191,15867,친구/연인
21192,15868,친구/연인
21193,15869,친구/연인
21194,15874,친구/연인
21195,15883,친구/연인
21196,15892,친구/연인
21197,15914,친구/연인
21198,15922,친구/연인
21199,15928,친구/연인
21200,15937,친구/연인
21201,15941,친구/연인
21202,15946,친구/연인
21203,15947,친구/연인
21204,15951,친구/연인
21205,15965,친구/연인
21206,15970,친구/연인
21207,15971,친구/연인
21208,15974,친구/연인
21209,15975,친구/연인
21210,15984,친구/연인
21211,15994,친구/연인
21212,15999,친구/연인
21213,16006,친구/연인
21214,16012,친구/연인
21215,16018,친구/연인
21216,16025,친구/연인
21217,16027,친구/연인
21218,16028,친구/연인
21219,16033,친구/연인
21220,16039,친구/연인
21221,16041,친구/연인
21222,16046,친구/연인
21223,16051,친구/연인
21224,16059,친구/연인
21225,16061,친구/연인
21226,16062,친구/연인
21227,16065,친구/연인
21228,16068,친구/연인
21229,16076,친구/연인
21230,16080,친구/연인
21231,16081,친구/연인
21232,16085,친구/연인
21233,16091,친구/연인
21234,16093,친구/연인
21235,16095,친구/연인
21236,16109,친구/연인
21237,16116,친구/연인
21238,16118,친구/연인
21239,16119,친구/연인
21240,16120,친구/연인
21241,16124,친구/연인
21242,16128,친구/연인
21243,16129,친구/연인
21244,16130,친구/연인
21245,16132,친구/연인
21246,16133,친구/연인
21247,16136,친구/연인
21248,16137,친구/연인
21249,16139,친구/연인
21250,16140,친구/연인
21251,16145,친구/연인
21252,16148,친구/연인
21253,16154,친구/연인
21254,16156,친구/연인
21255,16157,친구/연인
21256,16158,친구/연인
21257,16159,친구/연인
21258,16160,친구/연인
21259,16161,친구/연인
21260,16166,친구/연인
21261,16167,친구/연인
21262,16170,친구/연인
21263,16171,친구/연인
21264,16172,친구/연인
21265,16177,친구/연인
21266,16179,친구/연인
21267,16180,친구/연인
21268,16181,친구/연인
21269,16182,친구/연인
21270,16183,친구/연인
21271,16186,친구/연인
21272,16187,친구/연인
21273,16188,친구/연인
21274,16195,친구/연인
21275,16198,친구/연인
21276,16202,친구/연인
21277,16203,친구/연인
21278,16204,친구/연인
21279,16205,친구/연인
21280,16207,친구/연인
21281,16208,친구/연인
21282,16209,친구/연인
21283,16210,친구/연인
21284,16212,친구/연인
21285,16213,친구/연인
21286,16216,친구/연인
21287,16217,친구/연인
21288,16221,친구/연인
21289,16222,친구/연인
21290,16223,친구/연인
21291,16224,친구/연인
21292,16225,친구/연인
21293,16226,친구/연인
21294,16229,친구/연인
21295,16230,친구/연인
21296,16231,친구/연인
21297,16234,친구/연인
21298,16236,친구/연인
21299,16237,친구/연인
21300,16239,친구/연인
21301,16242,친구/연인
21302,16244,친구/연인
21303,16246,친구/연인
21304,16247,친구/연인
21305,16259,친구/연인
21306,16260,친구/연인
21307,16265,친구/연인
21308,16270,친구/연인
21309,16271,친구/연인
21310,16272,친구/연인
21311,16293,친구/연인
21312,16295,친구/연인
21313,16298,친구/연인
21314,16304,친구/연인
21315,16305,친구/연인
21316,16310,친구/연인
21317,16315,친구/연인
21318,16316,친구/연인
21319,16326,친구/연인
21320,16333,친구/연인
21321,16334,친구/연인
21322,16335,친구/연인
21323,16339,친구/연인
21324,16341,친구/연인
21325,16345,친구/연인
21326,16346,친구/연인
21327,16351,친구/연인
21328,16353,친구/연인
21329,16367,친구/연인
21330,16372,친구/연인
21331,16388,친구/연인
21332,16391,친구/연인
21333,16396,친구/연인
21334,16397,친구/연인
21335,16400,친구/연인
21336,16402,친구/연인
21337,16412,친구/연인
21338,16413,친구/연인
21339,16414,친구/연인
21340,16415,친구/연인
21341,16424,친구/연인
21342,16426,친구/연인
21343,16433,친구/연인
21344,16445,친구/연인
21345,16447,친구/연인
21346,16450,친구/연인
21347,16453,친구/연인
21348,16456,친구/연인
21349,16458,친구/연인
21350,16466,친구/연인
21351,16470,친구/연인
21352,16477,친구/연인
21353,16478,친구/연인
21354,16485,친구/연인
21355,16496,친구/연인
21356,16506,친구/연인
21357,16508,친구/연인
21358,16513,친구/연인
21359,16514,친구/연인
21360,16516,친구/연인
21361,16519,친구/연인
21362,16527,친구/연인
21363,16538,친구/연인
21364,16539,친구/연인
21365,16554,친구/연인
21366,16574,친구/연인
21367,16581,친구/연인
21368,16584,친구/연인
21369,16590,친구/연인
21370,16609,친구/연인
21371,16610,친구/연인
21372,16618,친구/연인
21373,16620,친구/연인
21374,16623,친구/연인
21375,16627,친구/연인
21376,16635,친구/연인
21377,16640,친구/연인
21378,16641,친구/연인
21379,16645,친구/연인
21380,16647,친구/연인
21381,16653,친구/연인
21382,16655,친구/연인
21383,16657,친구/연인
21384,16659,친구/연인
21385,16686,친구/연인
21386,16688,친구/연인
21387,16695,친구/연인
21388,16704,친구/연인
21389,16717,친구/연인
21390,16748,친구/연인
21391,16749,친구/연인
21392,16751,친구/연인
21393,16752,친구/연인
21394,16754,친구/연인
21395,16755,친구/연인
21396,16759,친구/연인
21397,16760,친구/연인
21398,16761,친구/연인
21399,16763,친구/연인
21400,16765,친구/연인
21401,16769,친구/연인
21402,16772,친구/연인
21403,16774,친구/연인
21404,16779,친구/연인
21405,16785,친구/연인
21406,16786,친구/연인
21407,16787,친구/연인
21408,16788,친구/연인
21409,16789,친구/연인
21410,16791,친구/연인
21411,16792,친구/연인
21412,16793,친구/연인
21413,16795,친구/연인
21414,16797,친구/연인
21415,16799,친구/연인
21416,16803,친구/연인
21417,16805,친구/연인
21418,16811,친구/연인
21419,16813,친구/연인
21420,16814,친구/연인
21421,16816,친구/연인
21422,16820,친구/연인
21423,16821,친구/연인
21424,16822,친구/연인
21425,16824,친구/연인
21426,16825,친구/연인
21427,16826,친구/연인
21428,16828,친구/연인
21429,16829,친구/연인
21430,16830,친구/연인
21431,16833,친구/연인
21432,16834,친구/연인
21433,16838,친구/연인
21434,16843,친구/연인
21435,16845,친구/연인
21436,16846,친구/연인
21437,16850,친구/연인
21438,16852,친구/연인
21439,16860,친구/연인
21440,16861,친구/연인
21441,16862,친구/연인
21442,16876,친구/연인
21443,16880,친구/연인
21444,16884,친구/연인
21445,16892,친구/연인
21446,16896,친구/연인
21447,16901,친구/연인
21448,16904,친구/연인
21449,16909,친구/연인
21450,16911,친구/연인
21451,16924,친구/연인
21452,16927,친구/연인
21453,16928,친구/연인
21454,16936,친구/연인
21455,16945,친구/연인
21456,16946,친구/연인
21457,16947,친구/연인
21458,16948,친구/연인
21459,16954,친구/연인
21460,16955,친구/연인
21461,16956,친구/연인
21462,16957,친구/연인
21463,16958,친구/연인
21464,16967,친구/연인
21465,16969,친구/연인
21466,16979,친구/연인
21467,16980,친구/연인
21468,16981,친구/연인
21469,16983,친구/연인
21470,16986,친구/연인
21471,16987,친구/연인
21472,16990,친구/연인
21473,16992,친구/연인
21474,16993,친구/연인
21475,17006,친구/연인
21476,17009,친구/연인
21477,17011,친구/연인
21478,17012,친구/연인
21479,17013,친구/연인
21480,17016,친구/연인
21481,17017,친구/연인
21482,17019,친구/연인
21483,17026,친구/연인
21484,17034,친구/연인
21485,17036,친구/연인
21486,17046,친구/연인
21487,17048,친구/연인
21488,17052,친구/연인
21489,17055,친구/연인
21490,17057,친구/연인
21491,17066,친구/연인
21492,17068,친구/연인
21493,17083,친구/연인
21494,17091,친구/연인
21495,17098,친구/연인
21496,17108,친구/연인
21497,17113,친구/연인
21498,17123,친구/연인
21499,17125,친구/연인
21500,17132,친구/연인
21501,17140,친구/연인
21502,17142,친구/연인
21503,17151,친구/연인
21504,17153,친구/연인
21505,17155,친구/연인
21506,17158,친구/연인
21507,17159,친구/연인
21508,17161,친구/연인
21509,17163,친구/연인
21510,17164,친구/연인
21511,17165,친구/연인
21512,17166,친구/연인
21513,17168,친구/연인
21514,17170,친구/연인
21515,17171,친구/연인
21516,17173,친구/연인
21517,17174,친구/연인
21518,17175,친구/연인
21519,17176,친구/연인
21520,17177,친구/연인
21521,17178,친구/연인
21522,17179,친구/연인
21523,17180,친구/연인
21524,17183,친구/연인
21525,17185,친구/연인
21526,17186,친구/연인
21527,17187,친구/연인
21528,17189,친구/연인
21529,17191,친구/연인
21530,17192,친구/연인
21531,17193,친구/연인
21532,17195,친구/연인
21533,17196,친구/연인
21534,17197,친구/연인
21535,17199,친구/연인
21536,17201,친구/연인
21537,17207,친구/연인
21538,17211,친구/연인
21539,17212,친구/연인
21540,17213,친구/연인
21541,17214,친구/연인
21542,17215,친구/연인
21543,17216,친구/연인
21544,17218,친구/연인
21545,17221,친구/연인
21546,17225,친구/연인
21547,17233,친구/연인
21548,17239,친구/연인
21549,17243,친구/연인
21550,17254,친구/연인
21551,17256,친구/연인
21552,17258,친구/연인
21553,17271,친구/연인
21554,17291,친구/연인
21555,17292,친구/연인
21556,17296,친구/연인
21557,17299,친구/연인
21558,17302,친구/연인
21559,17305,친구/연인
21560,17307,친구/연인
21561,17316,친구/연인
21562,17320,친구/연인
21563,17331,친구/연인
21564,17335,친구/연인
21565,17340,친구/연인
21566,17341,친구/연인
21567,17351,친구/연인
21568,17353,친구/연인
21569,17354,친구/연인
21570,17365,친구/연인
21571,17371,친구/연인
21572,17379,친구/연인
21573,17380,친구/연인
21574,17385,친구/연인
21575,17389,친구/연인
21576,17392,친구/연인
21577,17397,친구/연인
21578,17398,친구/연인
21579,17399,친구/연인
21580,17416,친구/연인
21581,17426,친구/연인
21582,17451,친구/연인
21583,17454,친구/연인
21584,17455,친구/연인
21585,17457,친구/연인
21586,17475,친구/연인
21587,17481,친구/연인
21588,17483,친구/연인
21589,17484,친구/연인
21590,17486,친구/연인
21591,17491,친구/연인
21592,17493,친구/연인
21593,17495,친구/연인
21594,17497,친구/연인
21595,17498,친구/연인
21596,17500,친구/연인
21597,17508,친구/연인
21598,17509,친구/연인
21599,17543,친구/연인
21600,17548,친구/연인
21601,17553,친구/연인
21602,17577,친구/연인
21603,17579,친구/연인
21604,17580,친구/연인
21605,17581,친구/연인
21606,17591,친구/연인
21607,17593,친구/연인
21608,17595,친구/연인
21609,17603,친구/연인
21610,17607,친구/연인
21611,17614,친구/연인
21612,17615,친구/연인
21613,17619,친구/연인
21614,17625,친구/연인
21615,17631,친구/연인
21616,17634,친구/연인
21617,17635,친구/연인
21618,17637,친구/연인
21619,17640,친구/연인
21620,17642,친구/연인
21621,17645,친구/연인
21622,17648,친구/연인
21623,17649,친구/연인
21624,17654,친구/연인
21625,17658,친구/연인
21626,17659,친구/연인
21627,17662,친구/연인
21628,17664,친구/연인
21629,17665,친구/연인
21630,17666,친구/연인
21631,17667,친구/연인
21632,17668,친구/연인
21633,17669,친구/연인
21634,17674,친구/연인
21635,17677,친구/연인
21636,17680,친구/연인
21637,17682,친구/연인
21638,17684,친구/연인
21639,17687,친구/연인
21640,17690,친구/연인
21641,17692,친구/연인
21642,17693,친구/연인
21643,17695,친구/연인
21644,17699,친구/연인
21645,17700,친구/연인
21646,17703,친구/연인
21647,17706,친구/연인
21648,17707,친구/연인
21649,17708,친구/연인
21650,17709,친구/연인
21651,17710,친구/연인
21652,17711,친구/연인
21653,17712,친구/연인
21654,17713,친구/연인
21655,17715,친구/연인
21656,17716,친구/연인
21657,17717,친구/연인
21658,17719,친구/연인
21659,17720,친구/연인
21660,17721,친구/연인
21661,17723,친구/연인
21662,17724,친구/연인
21663,17727,친구/연인
21664,17732,친구/연인
21665,17733,친구/연인
21666,17735,친구/연인
21667,17742,친구/연인
21668,17744,친구/연인
21669,17746,친구/연인
21670,17749,친구/연인
21671,17750,친구/연인
21672,17753,친구/연인
21673,17754,친구/연인
21674,17755,친구/연인
21675,17756,친구/연인
21676,17759,친구/연인
21677,17760,친구/연인
21678,17761,친구/연인
21679,17762,친구/연인
21680,17764,친구/연인
21681,17768,친구/연인
21682,17773,친구/연인
21683,17775,친구/연인
21684,17777,친구/연인
21685,17779,친구/연인
21686,17780,친구/연인
21687,17782,친구/연인
21688,17783,친구/연인
21689,17785,친구/연인
21690,17786,친구/연인
21691,17787,친구/연인
21692,17788,친구/연인
21693,17789,친구/연인
21694,17791,친구/연인
21695,17794,친구/연인
21696,17795,친구/연인
21697,17797,친구/연인
21698,17804,친구/연인
21699,17817,친구/연인
21700,17823,친구/연인
21701,17832,친구/연인
21702,17838,친구/연인
21703,17851,친구/연인
21704,17853,친구/연인
21705,17854,친구/연인
21706,17855,친구/연인
21707,17861,친구/연인
21708,17867,친구/연인
21709,17876,친구/연인
21710,17877,친구/연인
21711,17878,친구/연인
21712,17890,친구/연인
21713,17903,친구/연인
21714,17904,친구/연인
21715,17911,친구/연인
21716,17912,친구/연인
21717,17913,친구/연인
21718,17914,친구/연인
21719,17915,친구/연인
21720,17931,친구/연인
21721,17932,친구/연인
21722,17934,친구/연인
21723,17937,친구/연인
21724,17938,친구/연인
21725,17939,친구/연인
21726,17940,친구/연인
21727,17942,친구/연인
21728,17944,친구/연인
21729,17949,친구/연인
21730,17951,친구/연인
21731,17953,친구/연인
21732,17954,친구/연인
21733,17959,친구/연인
21734,17963,친구/연인
21735,17966,친구/연인
21736,17967,친구/연인
21737,17969,친구/연인
21738,17971,친구/연인
21739,17972,친구/연인
21740,17974,친구/연인
21741,17975,친구/연인
21742,17976,친구/연인
21743,17977,친구/연인
21744,17982,친구/연인
21745,17983,친구/연인
21746,17986,친구/연인
21747,17989,친구/연인
21748,17991,친구/연인
21749,17994,친구/연인
21750,17995,친구/연인
21751,18001,친구/연인
21752,18002,친구/연인
21753,18005,친구/연인
21754,18006,친구/연인
21755,18007,친구/연인
21756,18013,친구/연인
21757,18016,친구/연인
21758,18018,친구/연인
21759,18019,친구/연인
21760,18020,친구/연인
21761,18023,친구/연인
21762,18028,친구/연인
21763,18029,친구/연인
21764,18034,친구/연인
21765,18035,친구/연인
21766,18038,친구/연인
21767,18043,친구/연인
21768,18045,친구/연인
21769,18047,친구/연인
21770,18050,친구/연인
21771,18053,친구/연인
21772,18056,친구/연인
21773,18057,친구/연인
21774,18062,친구/연인
21775,18065,친구/연인
21776,18066,친구/연인
21777,18075,친구/연인
21778,18083,친구/연인
21779,18090,친구/연인
21780,18091,친구/연인
21781,18101,친구/연인
21782,18109,친구/연인
21783,18110,친구/연인
21784,18115,친구/연인
21785,18126,친구/연인
21786,18127,친구/연인
21787,18129,친구/연인
21788,18130,친구/연인
21789,18131,친구/연인
21790,18132,친구/연인
21791,18133,친구/연인
21792,18143,친구/연인
21793,18147,친구/연인
21794,18149,친구/연인
21795,18154,친구/연인
21796,18155,친구/연인
21797,18159,친구/연인
21798,18164,친구/연인
21799,18165,친구/연인
21800,18166,친구/연인
21801,18167,친구/연인
21802,18168,친구/연인
21803,18176,친구/연인
21804,18180,친구/연인
21805,18188,친구/연인
21806,18189,친구/연인
21807,18191,친구/연인
21808,18195,친구/연인
21809,18206,친구/연인
21810,18209,친구/연인
21811,18218,친구/연인
21812,18224,친구/연인
21813,18229,친구/연인
21814,18234,친구/연인
21815,18237,친구/연인
21816,18240,친구/연인
21817,18247,친구/연인
21818,18257,친구/연인
21819,18258,친구/연인
21820,18260,친구/연인
21821,18274,친구/연인
21822,18295,친구/연인
21823,18296,친구/연인
21824,18297,친구/연인
21825,18299,친구/연인
21826,18302,친구/연인
21827,18313,친구/연인
21828,18315,친구/연인
21829,18322,친구/연인
21830,18323,친구/연인
21831,18324,친구/연인
21832,18326,친구/연인
21833,18328,친구/연인
21834,18329,친구/연인
21835,18330,친구/연인
21836,18335,친구/연인
21837,18340,친구/연인
21838,18341,친구/연인
21839,18342,친구/연인
21840,18344,친구/연인
21841,18346,친구/연인
21842,18348,친구/연인
21843,18351,친구/연인
21844,18357,친구/연인
21845,18358,친구/연인
21846,18362,친구/연인
21847,18363,친구/연인
21848,18368,친구/연인
21849,18369,친구/연인
21850,18370,친구/연인
21851,18372,친구/연인
21852,18379,친구/연인
21853,18383,친구/연인
21854,18384,친구/연인
21855,18388,친구/연인
21856,18389,친구/연인
21857,18396,친구/연인
21858,18397,친구/연인
21859,18399,친구/연인
21860,18403,친구/연인
21861,18404,친구/연인
21862,18405,친구/연인
21863,18407,친구/연인
21864,18410,친구/연인
21865,18413,친구/연인
21866,18414,친구/연인
21867,18425,친구/연인
21868,18426,친구/연인
21869,18429,친구/연인
21870,18433,친구/연인
21871,18434,친구/연인
21872,18435,친구/연인
21873,18441,친구/연인
21874,18442,친구/연인
21875,18445,친구/연인
21876,18454,친구/연인
21877,18455,친구/연인
21878,18456,친구/연인
21879,18457,친구/연인
21880,18459,친구/연인
21881,18460,친구/연인
21882,18462,친구/연인
21883,18470,친구/연인
21884,18471,친구/연인
21885,18472,친구/연인
21886,18473,친구/연인
21887,18476,친구/연인
21888,18481,친구/연인
21889,18482,친구/연인
21890,18489,친구/연인
21891,18491,친구/연인
21892,18492,친구/연인
21893,18494,친구/연인
21894,18498,친구/연인
21895,18499,친구/연인
21896,18502,친구/연인
21897,18503,친구/연인
21898,18504,친구/연인
21899,18505,친구/연인
21900,18526,친구/연인
21901,18529,친구/연인
21902,18537,친구/연인
21903,18545,친구/연인
21904,18551,친구/연인
21905,18557,친구/연인
21906,18564,친구/연인
21907,18568,친구/연인
21908,18570,친구/연인
21909,18576,친구/연인
21910,18585,친구/연인
21911,18590,친구/연인
21912,18603,친구/연인
21913,18605,친구/연인
21914,18614,친구/연인
21915,18618,친구/연인
21916,18634,친구/연인
21917,18635,친구/연인
21918,18636,친구/연인
21919,18638,친구/연인
21920,18642,친구/연인
21921,18643,친구/연인
21922,18645,친구/연인
21923,18646,친구/연인
21924,18647,친구/연인
21925,18648,친구/연인
21926,18650,친구/연인
21927,18653,친구/연인
21928,18656,친구/연인
21929,18660,친구/연인
21930,18662,친구/연인
21931,18663,친구/연인
21932,18673,친구/연인
21933,18674,친구/연인
21934,18675,친구/연인
21935,18678,친구/연인
21936,18681,친구/연인
21937,18683,친구/연인
21938,18692,친구/연인
21939,18712,친구/연인
21940,18714,친구/연인
21941,18717,친구/연인
21942,18718,친구/연인
21943,18722,친구/연인
21944,18724,친구/연인
21945,18727,친구/연인
21946,18728,친구/연인
21947,18730,친구/연인
21948,18733,친구/연인
21949,18736,친구/연인
21950,18739,친구/연인
21951,18744,친구/연인
21952,18754,친구/연인
21953,18763,친구/연인
21954,18764,친구/연인
21955,18774,친구/연인
21956,18782,친구/연인
21957,18786,친구/연인
21958,18788,친구/연인
21959,18790,친구/연인
21960,18793,친구/연인
21961,18795,친구/연인
21962,18799,친구/연인
21963,18812,친구/연인
21964,18813,친구/연인
21965,18826,친구/연인
21966,18828,친구/연인
21967,18832,친구/연인
21968,18838,친구/연인
21969,18839,친구/연인
21970,18848,친구/연인
21971,18852,친구/연인
21972,18853,친구/연인
21973,18870,친구/연인
21974,18875,친구/연인
21975,18876,친구/연인
21976,18879,친구/연인
21977,18885,친구/연인
21978,18888,친구/연인
21979,18895,친구/연인
21980,18899,친구/연인
21981,18904,친구/연인
21982,18905,친구/연인
21983,18906,친구/연인
21984,18910,친구/연인
21985,18913,친구/연인
21986,18914,친구/연인
21987,18915,친구/연인
21988,18916,친구/연인
21989,18917,친구/연인
21990,18920,친구/연인
21991,18922,친구/연인
21992,18925,친구/연인
21993,18926,친구/연인
21994,18927,친구/연인
21995,18928,친구/연인
21996,18931,친구/연인
21997,18932,친구/연인
21998,18936,친구/연인
21999,18944,친구/연인
22000,18958,친구/연인
22001,18979,친구/연인
22002,18983,친구/연인
22003,18999,친구/연인
22004,19001,친구/연인
22005,19002,친구/연인
22006,19004,친구/연인
22007,19005,친구/연인
22008,19007,친구/연인
22009,19010,친구/연인
22010,19013,친구/연인
22011,19017,친구/연인
22012,19021,친구/연인
22013,19024,친구/연인
22014,19025,친구/연인
22015,19029,친구/연인
22016,19031,친구/연인
22017,19034,친구/연인
22018,19035,친구/연인
22019,19038,친구/연인
22020,19043,친구/연인
22021,19044,친구/연인
22022,19045,친구/연인
22023,19047,친구/연인
22024,19057,친구/연인
22025,19061,친구/연인
22026,19071,친구/연인
22027,19085,친구/연인
22028,19086,친구/연인
22029,19091,친구/연인
22030,19092,친구/연인
22031,19095,친구/연인
22032,19096,친구/연인
22033,19097,친구/연인
22034,19098,친구/연인
22035,19099,친구/연인
22036,19102,친구/연인
22037,19103,친구/연인
22038,19106,친구/연인
22039,19108,친구/연인
22040,19109,친구/연인
22041,19113,친구/연인
22042,19115,친구/연인
22043,19116,친구/연인
22044,19117,친구/연인
22045,19118,친구/연인
22046,19124,친구/연인
22047,19133,친구/연인
22048,19135,친구/연인
22049,19136,친구/연인
22050,19139,친구/연인
22051,19144,친구/연인
22052,19146,친구/연인
22053,19149,친구/연인
22054,19150,친구/연인
22055,19151,친구/연인
22056,19153,친구/연인
22057,19156,친구/연인
22058,19160,친구/연인
22059,19163,친구/연인
22060,19164,친구/연인
22061,19165,친구/연인
22062,19169,친구/연인
22063,19171,친구/연인
22064,19173,친구/연인
22065,19174,친구/연인
22066,19180,친구/연인
22067,19182,친구/연인
22068,19185,친구/연인
22069,19186,친구/연인
22070,19188,친구/연인
22071,19189,친구/연인
22072,19190,친구/연인
22073,19191,친구/연인
22074,19195,친구/연인
22075,19198,친구/연인
22076,19203,친구/연인
22077,19204,친구/연인
22078,19206,친구/연인
22079,19208,친구/연인
22080,19210,친구/연인
22081,19214,친구/연인
22082,19220,친구/연인
22083,19223,친구/연인
22084,19224,친구/연인
22085,19231,친구/연인
22086,19234,친구/연인
22087,19235,친구/연인
22088,19241,친구/연인
22089,19242,친구/연인
22090,19249,친구/연인
22091,19251,친구/연인
22092,19254,친구/연인
22093,19255,친구/연인
22094,19256,친구/연인
22095,19257,친구/연인
22096,19258,친구/연인
22097,19259,친구/연인
22098,19260,친구/연인
22099,19261,친구/연인
22100,19263,친구/연인
22101,19276,친구/연인
22102,19282,친구/연인
22103,19285,친구/연인
22104,19289,친구/연인
22105,19291,친구/연인
22106,19301,친구/연인
22107,19302,친구/연인
22108,19314,친구/연인
22109,19319,친구/연인
22110,19328,친구/연인
22111,19351,친구/연인
22112,19363,친구/연인
22113,19365,친구/연인
22114,19379,친구/연인
22115,19389,친구/연인
22116,19394,친구/연인
22117,19399,친구/연인
22118,19408,친구/연인
22119,19411,친구/연인
22120,19415,친구/연인
22121,19416,친구/연인
22122,19417,친구/연인
22123,19422,친구/연인
22124,19429,친구/연인
22125,19433,친구/연인
22126,19437,친구/연인
22127,19448,친구/연인
22128,19470,친구/연인
22129,19482,친구/연인
22130,19498,친구/연인
22131,19499,친구/연인
22132,19500,친구/연인
22133,19515,친구/연인
22134,19519,친구/연인
22135,19525,친구/연인
22136,19531,친구/연인
22137,19536,친구/연인
22138,19543,친구/연인
22139,19548,친구/연인
22140,19561,친구/연인
22141,19567,친구/연인
22142,19568,친구/연인
22143,19577,친구/연인
22144,19580,친구/연인
22145,19595,친구/연인
22146,19596,친구/연인
22147,19601,친구/연인
22148,19613,친구/연인
22149,19615,친구/연인
22150,19618,친구/연인
22151,19621,친구/연인
22152,19629,친구/연인
22153,19631,친구/연인
22154,19632,친구/연인
22155,19635,친구/연인
22156,19637,친구/연인
22157,19638,친구/연인
22158,19640,친구/연인
22159,19641,친구/연인
22160,19643,친구/연인
22161,19650,친구/연인
22162,19660,친구/연인
22163,19669,친구/연인
22164,19688,친구/연인
22165,19689,친구/연인
22166,19698,친구/연인
22167,19702,친구/연인
22168,19705,친구/연인
22169,19708,친구/연인
22170,19709,친구/연인
22171,19713,친구/연인
22172,19720,친구/연인
22173,19736,친구/연인
22174,19739,친구/연인
22175,19740,친구/연인
22176,19750,친구/연인
22177,19754,친구/연인
22178,19764,친구/연인
22179,19784,친구/연인
22180,19785,친구/연인
22181,19787,친구/연인
22182,19815,친구/연인
22183,19816,친구/연인
22184,19817,친구/연인
22185,19823,친구/연인
22186,19826,친구/연인
22187,19827,친구/연인
22188,19830,친구/연인
22189,19831,친구/연인
22190,19834,친구/연인
22191,19835,친구/연인
22192,19836,친구/연인
22193,19837,친구/연인
22194,19838,친구/연인
22195,19842,친구/연인
22196,19843,친구/연인
22197,19844,친구/연인
22198,19847,친구/연인
22199,19848,친구/연인
22200,19850,친구/연인
22201,19851,친구/연인
22202,19853,친구/연인
22203,19856,친구/연인
22204,19857,친구/연인
22205,19861,친구/연인
22206,19862,친구/연인
22207,19863,친구/연인
22208,19864,친구/연인
22209,19867,친구/연인
22210,19871,친구/연인
22211,19879,친구/연인
22212,19898,친구/연인
22213,19906,친구/연인
22214,19907,친구/연인
22215,19916,친구/연인
22216,19917,친구/연인
22217,19920,친구/연인
22218,19929,친구/연인
22219,19932,친구/연인
22220,19933,친구/연인
22221,19936,친구/연인
22222,19937,친구/연인
22223,19938,친구/연인
22224,19939,친구/연인
22225,19940,친구/연인
22226,19942,친구/연인
22227,19946,친구/연인
22228,19947,친구/연인
22229,19950,친구/연인
22230,19952,친구/연인
22231,19956,친구/연인
22232,19957,친구/연인
22233,19959,친구/연인
22234,19960,친구/연인
22235,19961,친구/연인
22236,19966,친구/연인
22237,19967,친구/연인
22238,19968,친구/연인
22239,19972,친구/연인
22240,19991,친구/연인
22241,19994,친구/연인
22242,20010,친구/연인
22243,20013,친구/연인
22244,20014,친구/연인
22245,20016,친구/연인
22246,20040,친구/연인
22247,20041,친구/연인
22248,20042,친구/연인
22249,20043,친구/연인
22250,20044,친구/연인
22251,20049,친구/연인
22252,20050,친구/연인
22253,20054,친구/연인
22254,20059,친구/연인
22255,20060,친구/연인
22256,20065,친구/연인
22257,20068,친구/연인
22258,20069,친구/연인
22259,20072,친구/연인
22260,20074,친구/연인
22261,20075,친구/연인
22262,20076,친구/연인
22263,20089,친구/연인
22264,20090,친구/연인
22265,20094,친구/연인
22266,20095,친구/연인
22267,20099,친구/연인
22268,20101,친구/연인
22269,20102,친구/연인
22270,20105,친구/연인
22271,20108,친구/연인
22272,20109,친구/연인
22273,20110,친구/연인
22274,20111,친구/연인
22275,20114,친구/연인
22276,20115,친구/연인
22277,20119,친구/연인
22278,20121,친구/연인
22279,20127,친구/연인
22280,20128,친구/연인
22281,20130,친구/연인
22282,20132,친구/연인
22283,20134,친구/연인
22284,20135,친구/연인
22285,20136,친구/연인
22286,20138,친구/연인
22287,20140,친구/연인
22288,20142,친구/연인
22289,20143,친구/연인
22290,20144,친구/연인
22291,20145,친구/연인
22292,20146,친구/연인
22293,20148,친구/연인
22294,20150,친구/연인
22295,20152,친구/연인
22296,20153,친구/연인
22297,20156,친구/연인
22298,20160,친구/연인
22299,20161,친구/연인
22300,20162,친구/연인
22301,20163,친구/연인
22302,20166,친구/연인
22303,20174,친구/연인
22304,20175,친구/연인
22305,20178,친구/연인
22306,20184,친구/연인
22307,20187,친구/연인
22308,20195,친구/연인
22309,20196,친구/연인
22310,20202,친구/연인
22311,20206,친구/연인
22312,20230,친구/연인
22313,20231,친구/연인
22314,20234,친구/연인
22315,20235,친구/연인
22316,20237,친구/연인
22317,20240,친구/연인
22318,20241,친구/연인
22319,20243,친구/연인
22320,20246,친구/연인
22321,20247,친구/연인
22322,20251,친구/연인
22323,20261,친구/연인
22324,20262,친구/연인
22325,20264,친구/연인
22326,20266,친구/연인
22327,20267,친구/연인
22328,20268,친구/연인
22329,20270,친구/연인
22330,20271,친구/연인
22331,20283,친구/연인
22332,20290,친구/연인
22333,20293,친구/연인
22334,20296,친구/연인
22335,20307,친구/연인
22336,20310,친구/연인
22337,20330,친구/연인
22338,20332,친구/연인
22339,20345,친구/연인
22340,20356,친구/연인
22341,20359,친구/연인
22342,20360,친구/연인
22343,20371,친구/연인
22344,20380,친구/연인
