형태소,품사,지역,관광지,카운트
",",w,中國,63大廈,15
",",w,中國,COEX水族館,9
",",w,中國,N首爾塔,8
",",w,中國,三清洞,13
",",w,中國,亂打秀(明洞劇場),5
",",w,中國,仁寺洞,11
",",w,中國,仁川唐人街,8
",",w,中國,光化門廣場,5
",",w,中國,北村韓屋村,20
",",w,中國,南山公園,7
",",w,中國,南山谷韓屋村,12
",",w,中國,天空公園,33
",",w,中國,奉恩寺,6
",",w,中國,小法蘭西,4
",",w,中國,廣藏市場,5
",",w,中國,弘大自由市場,11
",",w,中國,弘益大學,2
",",w,中國,德壽宮,2
",",w,中國,新沙洞,9
",",w,中國,昌德宮,10
",",w,中國,明洞,5
",",w,中國,明洞天主聖堂,4
",",w,中國,星空圖書館,5
",",w,中國,景福宮,1
",",w,中國,月尾島,6
",",w,中國,東大門,1
",",w,中國,東大門歷史文化公園站,1
",",w,中國,東大門設計廣場（DDP）,32
",",w,中國,梨泰院,24
",",w,中國,梨花女子大學,8
",",w,中國,汝矣島,12
",",w,中國,汝矣島漢江公園,29
",",w,中國,清溪川,6
",",w,中國,清潭洞,6
",",w,中國,益善洞韓屋村,2
",",w,中國,青瓦台,1
",",w,中國,韓國之家,2
",",w,中國,韓國國立中央博物館,2
",",w,中國,首爾大公園,1
",",w,中國台灣,新沙洞,1
",",w,中國台灣,樂天世界,1
",",w,中國台灣,首爾天空展望台,2
",",w,中國香港,COEX水族館,2
",",w,中國香港,N首爾塔,12
",",w,中國香港,亂打秀(明洞劇場),8
",",w,中國香港,兒童大公園,2
",",w,中國香港,北村韓屋村,22
",",w,中國香港,南山公園,5
",",w,中國香港,愛寶樂園,7
",",w,中國香港,新沙洞,1
",",w,中國香港,明洞,20
",",w,中國香港,星空圖書館,4
",",w,中國香港,東大門,3
",",w,中國香港,東大門設計廣場（DDP）,3
",",w,中國香港,梨泰院,3
",",w,中國香港,樂天世界,5
",",w,中國香港,汝矣島漢江公園,1
",",w,中國香港,清溪川,4
",",w,中國香港,益善洞韓屋村,2
",",w,中國香港,華城,3
",",w,中國香港,首爾天空展望台,2
-,w,中國,63大廈,3
-,w,中國,COEX水族館,6
-,w,中國,N首爾塔,1
-,w,中國,SBS MTV-THE SHOW,1
-,w,中國,三星Leeum美術館,1
-,w,中國,三清洞,6
-,w,中國,亂打秀(明洞劇場),1
-,w,中國,仁寺洞,12
-,w,中國,仁川唐人街,2
-,w,中國,光化門廣場,5
-,w,中國,北村韓屋村,6
-,w,中國,南山纜車,1
-,w,中國,南山谷韓屋村,5
-,w,中國,天空公園,6
-,w,中國,奉恩寺,3
-,w,中國,小法蘭西,4
-,w,中國,廣藏市場,11
-,w,中國,弘大自由市場,3
-,w,中國,弘益大學,37
-,w,中國,德壽宮,1
-,w,中國,愛寶樂園,40
-,w,中國,新沙洞,31
-,w,中國,昌德宮,23
-,w,中國,明洞天主聖堂,3
-,w,中國,星空圖書館,11
-,w,中國,景福宮,12
-,w,中國,東大門設計廣場（DDP）,24
-,w,中國,梨泰院,33
-,w,中國,梨花女子大學,3
-,w,中國,汝矣島,5
-,w,中國,汝矣島漢江公園,35
-,w,中國,清溪川,4
-,w,中國,清潭洞,2
-,w,中國,益善洞韓屋村,2
-,w,中國,華城,11
-,w,中國,青瓦台,5
-,w,中國,韓國民俗村,1
-,w,中國,首爾大公園,1
-,w,中國,首爾天空展望台,1
-,w,中國,高尺巨蛋,2
-,w,中國台灣,COEX水族館,1
-,w,中國台灣,N首爾塔,1
-,w,中國台灣,小法蘭西,1
-,w,中國台灣,明洞,1
-,w,中國台灣,樂天世界,1
-,w,中國台灣,首爾天空展望台,2
-,w,中國香港,COEX水族館,1
-,w,中國香港,三清洞,1
-,w,中國香港,小法蘭西,1
-,w,中國香港,廣藏市場,5
-,w,中國香港,愛寶樂園,1
-,w,中國香港,新沙洞,2
-,w,中國香港,明洞,2
-,w,中國香港,景福宮,1
-,w,中國香港,樂天世界,1
-,w,中國香港,華城,4
-,w,中國香港,首爾天空展望台,3
--,w,中國,COEX水族館,1
--,w,中國,光化門廣場,1
--,w,中國,昌德宮,1
--,w,中國,韓國民俗村,1
---,w,中國,昌德宮,1
-----,w,中國,光化門廣場,1
------,w,中國,梨花女子大學,2
.,w,中國,63大廈,2
.,w,中國,COEX水族館,2
.,w,中國,N首爾塔,20
.,w,中國,三清洞,8
.,w,中國,亂打秀(明洞劇場),2
.,w,中國,仁寺洞,4
.,w,中國,光化門廣場,7
.,w,中國,兒童大公園,2
.,w,中國,北村韓屋村,4
.,w,中國,南山公園,2
.,w,中國,南山谷韓屋村,2
.,w,中國,塗鴉秀 （NH藝術廳）,1
.,w,中國,天空公園,7
.,w,中國,小法蘭西,1
.,w,中國,廣藏市場,2
.,w,中國,弘大自由市場,1
.,w,中國,弘益大學,16
.,w,中國,德壽宮,3
.,w,中國,愛寶樂園,1
.,w,中國,新沙洞,12
.,w,中國,昌德宮,25
.,w,中國,明洞,2
.,w,中國,明洞天主聖堂,1
.,w,中國,景福宮,21
.,w,中國,月尾島,6
.,w,中國,東大門,1
.,w,中國,東大門設計廣場（DDP）,9
.,w,中國,梨泰院,16
.,w,中國,梨花女子大學,6
.,w,中國,汝矣島漢江公園,9
.,w,中國,清溪川,7
.,w,中國,益善洞韓屋村,2
.,w,中國,華城,3
.,w,中國,青瓦台,12
.,w,中國,韓國之家,3
.,w,中國,韓國國立中央博物館,2
.,w,中國台灣,N首爾塔,2
.,w,中國台灣,景福宮,1
.,w,中國台灣,樂天世界,2
.,w,中國香港,63大廈,2
.,w,中國香港,N首爾塔,7
.,w,中國香港,亂打秀(明洞劇場),7
.,w,中國香港,仁寺洞,1
.,w,中國香港,北村韓屋村,11
.,w,中國香港,南山公園,1
.,w,中國香港,愛寶樂園,8
.,w,中國香港,明洞,4
.,w,中國香港,景福宮,2
.,w,中國香港,東大門,1
.,w,中國香港,東大門設計廣場（DDP）,1
.,w,中國香港,梨泰院,1
.,w,中國香港,樂天世界,4
.,w,中國香港,首爾大公園,1
.,w,中國香港,首爾天空展望台,4
..,a,中國,愛寶樂園,1
..,m,中國,廣藏市場,1
..,m,中國,弘益大學,1
..,m,中國,新沙洞,1
..,v,中國,南大門市場,1
..,v,中國,弘益大學,1
...,m,中國,COEX水族館,1
...,m,中國,塗鴉秀 （NH藝術廳）,1
...,m,中國,弘益大學,2
...,m,中國,愛寶樂園,1
...,m,中國,明洞天主聖堂,1
...,m,中國,梨泰院,1
...,m,中國,梨花女子大學,4
...,m,中國香港,愛寶樂園,1
...,m,中國香港,明洞,2
...,m,中國香港,首爾遊樂園,1
....,m,中國,南山谷韓屋村,2
....,m,中國,弘益大學,1
....,m,中國,愛寶樂園,1
....,m,中國,梨花女子大學,1
....,m,中國,清溪川,1
....,m,中國香港,明洞,1
....,m,中國香港,汝矣島漢江公園,1
.....,m,中國,COEX水族館,1
.....,m,中國,南山公園,1
.....,m,中國,廣藏市場,1
.....,m,中國台灣,N首爾塔,1
......,m,中國,廣藏市場,1
......,m,中國,愛寶樂園,1
.......,m,中國,清溪川,1
.........,m,中國,梨泰院,1
.........,m,中國香港,廣藏市場,1
...1,m,中國,高尺巨蛋,1
...\,t,中國,青瓦台,1
...不过,m,中國,青瓦台,1
.昌德宫,ns,中國,昌德宮,1
.超,v,中國,東大門設計廣場（DDP）,1
.足足,j,中國,N首爾塔,1
/,w,中國,COEX水族館,2
/,w,中國,N首爾塔,2
/,w,中國,三清洞,5
/,w,中國,仁寺洞,1
/,w,中國,仁川唐人街,1
/,w,中國,南山公園,1
/,w,中國,南山纜車,2
/,w,中國,塗鴉秀 （NH藝術廳）,6
/,w,中國,小法蘭西,2
/,w,中國,廣藏市場,1
/,w,中國,弘益大學,28
/,w,中國,德壽宮,1
/,w,中國,愛寶樂園,1
/,w,中國,新沙洞,21
/,w,中國,昌德宮,8
/,w,中國,明洞天主聖堂,2
/,w,中國,月尾島,4
/,w,中國,東大門設計廣場（DDP）,14
/,w,中國,梨泰院,3
/,w,中國,梨花女子大學,2
/,w,中國,汝矣島,1
/,w,中國,汝矣島漢江公園,3
/,w,中國,清溪川,2
/,w,中國,清潭洞,1
/,w,中國,華城,6
/,w,中國,青瓦台,1
/,w,中國台灣,景福宮,1
/,w,中國香港,63大廈,1
/,w,中國香港,廣藏市場,1
/,w,中國香港,益善洞韓屋村,2
//,w,中國,弘益大學,3
//,w,中國,新沙洞,3
//,w,中國,青瓦台,1
0,g,中國,月尾島,1
0,j,中國,德壽宮,2
0,j,中國,昌德宮,1
0,j,中國,汝矣島漢江公園,1
0,m,中國,弘益大學,4
0,m,中國,新沙洞,5
0,m,中國,東大門設計廣場（DDP）,1
0,m,中國台灣,樂天世界,1
0,m,中國香港,景福宮,1
0,n,中國,仁寺洞,1
0,q,中國,昌德宮,1
00,m,中國,63大廈,2
00,m,中國,三星Leeum美術館,1
00,m,中國,仁寺洞,2
00,m,中國,光化門廣場,5
00,m,中國,南山纜車,5
00,m,中國,天空公園,1
00,m,中國,小法蘭西,12
00,m,中國,廣藏市場,11
00,m,中國,弘大自由市場,4
00,m,中國,弘益大學,5
00,m,中國,愛寶樂園,10
00,m,中國,新沙洞,4
00,m,中國,昌德宮,12
00,m,中國,明洞天主聖堂,4
00,m,中國,星空圖書館,12
00,m,中國,景福宮,25
00,m,中國,梨泰院,14
00,m,中國,汝矣島,7
00,m,中國,汝矣島漢江公園,12
00,m,中國,華城,2
00,m,中國,青瓦台,10
00,m,中國香港,北村韓屋村,1
00,m,中國香港,南山公園,2
00,m,中國香港,景福宮,2
00,m,中國香港,首爾天空展望台,3
000,m,中國,COEX水族館,2
000,m,中國,昌德宮,3
000,m,中國,景福宮,1
000,m,中國,梨泰院,5
000,m,中國,汝矣島,2
0013,m,中國,南山谷韓屋村,2
02,m,中國,東大門設計廣場（DDP）,1
02,m,中國,汝矣島漢江公園,2
0211,m,中國,南山谷韓屋村,2
0291,m,中國,汝矣島漢江公園,1
03,m,中國,清溪川,1
07,m,中國,廣藏市場,1
09,m,中國,小法蘭西,4
09,m,中國,愛寶樂園,1
09,m,中國,景福宮,1
09,m,中國香港,南山公園,1
1,g,中國,清溪川,1
1,j,中國,光化門廣場,1
1,m,中國,63大廈,8
1,m,中國,COEX水族館,5
1,m,中國,N首爾塔,6
1,m,中國,三星Leeum美術館,2
1,m,中國,三清洞,1
1,m,中國,亂打秀(明洞劇場),6
1,m,中國,仁寺洞,8
1,m,中國,仁川唐人街,5
1,m,中國,兒童大公園,1
1,m,中國,北村韓屋村,3
1,m,中國,南山纜車,1
1,m,中國,南山谷韓屋村,8
1,m,中國,塗鴉秀 （NH藝術廳）,1
1,m,中國,天空公園,10
1,m,中國,奉恩寺,3
1,m,中國,小法蘭西,2
1,m,中國,廣藏市場,16
1,m,中國,弘大自由市場,2
1,m,中國,弘益大學,14
1,m,中國,德壽宮,1
1,m,中國,愛寶樂園,4
1,m,中國,新沙洞,5
1,m,中國,昌德宮,20
1,m,中國,明洞,2
1,m,中國,明洞天主聖堂,2
1,m,中國,星空圖書館,7
1,m,中國,景福宮,19
1,m,中國,月尾島,10
1,m,中國,東大門歷史文化公園站,1
1,m,中國,東大門設計廣場（DDP）,6
1,m,中國,梨泰院,8
1,m,中國,梨花女子大學,2
1,m,中國,汝矣島,11
1,m,中國,汝矣島漢江公園,10
1,m,中國,清溪川,10
1,m,中國,益善洞韓屋村,1
1,m,中國,華城,7
1,m,中國,青瓦台,2
1,m,中國,韓國國立中央博物館,1
1,m,中國,首爾大公園,1
1,m,中國,首爾天空展望台,2
1,m,中國台灣,N首爾塔,1
1,m,中國台灣,小法蘭西,1
1,m,中國台灣,梨花女子大學,1
1,m,中國台灣,樂天世界,2
1,m,中國香港,63大廈,1
1,m,中國香港,N首爾塔,1
1,m,中國香港,亂打秀(明洞劇場),2
1,m,中國香港,北村韓屋村,1
1,m,中國香港,奉恩寺,1
1,m,中國香港,愛寶樂園,1
1,m,中國香港,景福宮,1
1,m,中國香港,樂天世界,1
1,m,中國香港,首爾天空展望台,2
10,m,中國,63大廈,1
10,m,中國,COEX水族館,1
10,m,中國,N首爾塔,1
10,m,中國,三星Leeum美術館,1
10,m,中國,仁寺洞,6
10,m,中國,光化門廣場,4
10,m,中國,北村韓屋村,1
10,m,中國,南山公園,1
10,m,中國,南山纜車,3
10,m,中國,天空公園,5
10,m,中國,小法蘭西,1
10,m,中國,廣藏市場,1
10,m,中國,弘大自由市場,1
10,m,中國,弘益大學,9
10,m,中國,愛寶樂園,6
10,m,中國,新沙洞,4
10,m,中國,昌德宮,8
10,m,中國,明洞,2
10,m,中國,明洞天主聖堂,1
10,m,中國,星空圖書館,9
10,m,中國,景福宮,20
10,m,中國,月尾島,4
10,m,中國,東大門設計廣場（DDP）,1
10,m,中國,梨泰院,2
10,m,中國,梨花女子大學,3
10,m,中國,汝矣島,3
10,m,中國,汝矣島漢江公園,2
10,m,中國,清溪川,1
10,m,中國,華城,3
10,m,中國,青瓦台,15
10,m,中國,韓國國立中央博物館,1
10,m,中國,高尺巨蛋,1
10,m,中國香港,三清洞,1
10,m,中國香港,亂打秀(明洞劇場),1
10,m,中國香港,南山公園,1
10,m,中國香港,小法蘭西,1
10,m,中國香港,愛寶樂園,2
10,m,中國香港,新沙洞,1
10,m,中國香港,明洞,2
10,m,中國香港,景福宮,1
10,m,中國香港,樂天世界,4
10,m,中國香港,清溪川,1
10,m,中國香港,首爾天空展望台,1
100,m,中國,63大廈,2
100,m,中國,三清洞,1
100,m,中國,仁寺洞,1
100,m,中國,光化門廣場,4
100,m,中國,南山纜車,1
100,m,中國,南山谷韓屋村,2
100,m,中國,小法蘭西,1
100,m,中國,廣藏市場,3
100,m,中國,弘益大學,1
100,m,中國,新沙洞,2
100,m,中國,昌德宮,1
100,m,中國,明洞,1
100,m,中國,明洞天主聖堂,1
100,m,中國,月尾島,1
100,m,中國,梨花女子大學,4
100,m,中國,益善洞韓屋村,2
100,m,中國,青瓦台,6
100,m,中國香港,N首爾塔,2
1000,m,中國,三星Leeum美術館,1
1000,m,中國,仁寺洞,1
1000,m,中國,仁川唐人街,1
1000,m,中國,南大門市場,1
1000,m,中國,廣藏市場,3
1000,m,中國,德壽宮,2
1000,m,中國,愛寶樂園,2
1000,m,中國,新沙洞,1
1000,m,中國,昌德宮,4
1000,m,中國,景福宮,2
1000,m,中國,月尾島,1
1000,m,中國,梨泰院,2
1000,m,中國香港,廣藏市場,1
10000,m,中國,N首爾塔,1
10000,m,中國,仁川唐人街,1
10000,m,中國,南山公園,1
10000,m,中國,小法蘭西,2
10000,m,中國,廣藏市場,3
10000,m,中國,昌德宮,2
10000,m,中國,景福宮,3
10000,m,中國香港,廣藏市場,1
10002,m,中國,天空公園,1
100万,m,中國,COEX水族館,2
101,m,中國,63大廈,1
101,m,中國,N首爾塔,1
104,m,中國,南山谷韓屋村,2
105,m,中國,南山谷韓屋村,2
108,m,中國,汝矣島,1
109665,m,中國,弘益大學,2
10万,m,中國,梨泰院,1
10月,t,中國,天空公園,2
10月,t,中國,小法蘭西,1
10月,t,中國,弘益大學,2
10月,t,中國,昌德宮,3
10月,t,中國,東大門歷史文化公園站,1
10月,t,中國,東大門設計廣場（DDP）,1
10月,t,中國,梨花女子大學,1
10月,t,中國香港,景福宮,1
10月份,t,中國,天空公園,1
10点,t,中國,63大廈,1
10点,t,中國,COEX水族館,1
10点,t,中國,三清洞,1
10点,t,中國,仁寺洞,1
10点,t,中國,光化門廣場,2
10点,t,中國,廣藏市場,1
10点,t,中國,弘大自由市場,1
10点,t,中國,弘益大學,1
10点,t,中國,愛寶樂園,1
10点,t,中國,昌德宮,3
10点,t,中國,明洞,1
10点,t,中國,景福宮,2
10点,t,中國,梨泰院,1
10点,t,中國,梨花女子大學,1
10点,t,中國,韓國國立中央博物館,2
10点,t,中國香港,北村韓屋村,1
10点钟,t,中國,光化門廣場,1
11,m,中國,亂打秀(明洞劇場),1
11,m,中國,北村韓屋村,2
11,m,中國,德壽宮,1
11,m,中國,愛寶樂園,1
11,m,中國,新沙洞,1
11,m,中國,景福宮,2
11,m,中國,梨泰院,1
11,m,中國,梨花女子大學,1
11,m,中國,汝矣島,3
11,m,中國,汝矣島漢江公園,2
11,m,中國,清溪川,1
11,m,中國,益善洞韓屋村,1
11,m,中國,華城,4
11,m,中國,青瓦台,3
11,m,中國香港,明洞,1
111522,m,中國,弘益大學,3
111522,m,中國,新沙洞,2
111522,m,中國,東大門設計廣場（DDP）,1
115,m,中國,明洞天主聖堂,3
115,m,中國,汝矣島,1
117,m,中國,首爾天空展望台,3
117,m,中國香港,首爾天空展望台,3
117357,m,中國,小法蘭西,1
118,m,中國,首爾天空展望台,1
11时,t,中國,弘大自由市場,1
11月,t,中國,三清洞,1
11月,t,中國,光化門廣場,2
11月,t,中國,南山公園,1
11月,t,中國,天空公園,1
11月,t,中國,小法蘭西,1
11月,t,中國,弘大自由市場,2
11月,t,中國,弘益大學,2
11月,t,中國,昌德宮,3
11月,t,中國,景福宮,1
11月,t,中國,東大門,1
11月,t,中國,梨花女子大學,1
11月,t,中國,清溪川,2
11月,t,中國,華城,4
11月,t,中國台灣,N首爾塔,1
11月,t,中國香港,南山公園,1
11月,t,中國香港,東大門歷史文化公園站,1
11月份,t,中國,昌德宮,3
11月份,t,中國香港,清溪川,1
11点,t,中國,南山纜車,1
11点,t,中國,弘益大學,2
11点,t,中國,德壽宮,1
11点,t,中國,新沙洞,1
11点,t,中國,明洞,2
11点,t,中國,景福宮,3
11点,t,中國,東大門設計廣場（DDP）,3
11点,t,中國,青瓦台,3
11点,t,中國,高尺巨蛋,1
11点,t,中國香港,三清洞,1
11点,t,中國香港,明洞,1
12,m,中國,光化門廣場,4
12,m,中國,弘益大學,2
12,m,中國,德壽宮,2
12,m,中國,新沙洞,2
12,m,中國,昌德宮,1
12,m,中國,景福宮,8
12,m,中國,東大門設計廣場（DDP）,2
12,m,中國,梨泰院,2
12,m,中國,梨花女子大學,1
12,m,中國,汝矣島,4
12,m,中國,華城,4
12,m,中國,青瓦台,2
12,m,中國香港,明洞,2
12,t,中國,昌德宮,3
120,m,中國,三星Leeum美術館,1
120,m,中國,昌德宮,1
120,m,中國,梨泰院,1
120,m,中國,青瓦台,1
120,m,中國,首爾天空展望台,1
1200,m,中國,N首爾塔,1
1200,m,中國,奉恩寺,1
1200,m,中國,月尾島,1
12000,m,中國,廣藏市場,2
12000,m,中國,弘益大學,1
123,m,中國,汝矣島漢江公園,1
123,m,中國,首爾天空展望台,1
123,m,中國香港,首爾天空展望台,2
1230,m,中國,COEX水族館,1
124,m,中國,德壽宮,1
12466,m,中國,新沙洞,2
12823,m,中國,新沙洞,2
12月,t,中國,昌德宮,3
12月,t,中國,梨花女子大學,1
12月,t,中國,汝矣島漢江公園,3
12点,t,中國,N首爾塔,1
12点,t,中國,昌德宮,1
12点,t,中國,梨泰院,3
12点,t,中國,汝矣島漢江公園,1
12点,t,中國,清溪川,1
12点,t,中國香港,明洞,1
12点一,m,中國,昌德宮,1
12点半,m,中國,昌德宮,2
12点半,t,中國,昌德宮,2
12点钟,t,中國,梨泰院,1
13,m,中國,光化門廣場,1
13,m,中國,奉恩寺,1
13,m,中國,弘大自由市場,2
13,m,中國,弘益大學,1
13,m,中國,昌德宮,2
13,m,中國,星空圖書館,2
13,m,中國,景福宮,5
13,m,中國,汝矣島漢江公園,1
13,m,中國,華城,1
130,m,中國,COEX水族館,1
130,m,中國,N首爾塔,1
130,m,中國,東大門設計廣場（DDP）,1
130,m,中國,梨花女子大學,1
1300,m,中國,弘益大學,1
13000,m,中國,63大廈,6
133,m,中國,光化門廣場,1
13500,m,中國,首爾大公園,1
137,m,中國,三清洞,1
13900,m,中國,梨花女子大學,1
1391年,t,中國,景福宮,1
1392,m,中國,仁寺洞,6
1394年,t,中國,德壽宮,1
1394年,t,中國,昌德宮,2
1394年,t,中國,景福宮,2
1395年,t,中國,光化門廣場,6
1395年,t,中國,景福宮,7
1395年,t,中國,青瓦台,1
1396年,t,中國,東大門,1
1396年,t,中國,東大門設計廣場（DDP）,1
13万5千,m,中國,韓國國立中央博物館,1
14,m,中國,COEX水族館,1
14,m,中國,光化門廣場,1
14,m,中國,塗鴉秀 （NH藝術廳）,1
14,m,中國,弘益大學,2
14,m,中國,德壽宮,1
14,m,中國,星空圖書館,1
14,m,中國,景福宮,6
14,m,中國,汝矣島,1
14,m,中國,清溪川,1
14,m,中國,青瓦台,2
14,m,中國香港,北村韓屋村,1
140,m,中國,梨花女子大學,1
1400,m,中國,汝矣島,1
14000,m,中國,N首爾塔,1
14000,m,中國,仁寺洞,1
1405年,t,中國,昌德宮,6
1414年,t,中國,南大門市場,1
1418年,t,中國,光化門廣場,1
1425年,t,中國,光化門廣場,1
1426年,t,中國,青瓦台,7
144,m,中國,汝矣島漢江公園,1
145,m,中國,梨泰院,1
1450年,t,中國,光化門廣場,1
1453,m,中國,東大門設計廣場（DDP）,1
1454,m,中國,德壽宮,1
1469,m,中國,德壽宮,1
14800,m,中國,清潭洞,1
1481856,m,中國,汝矣島漢江公園,1
1495,m,中國,景福宮,1
14点,t,中國,昌德宮,1
14点,t,中國,青瓦台,1
15,m,中國,63大廈,1
15,m,中國,COEX水族館,1
15,m,中國,N首爾塔,1
15,m,中國,亂打秀(明洞劇場),1
15,m,中國,光化門廣場,7
15,m,中國,南山纜車,1
15,m,中國,塗鴉秀 （NH藝術廳）,1
15,m,中國,天空公園,1
15,m,中國,弘大自由市場,1
15,m,中國,德壽宮,1
15,m,中國,愛寶樂園,2
15,m,中國,昌德宮,1
15,m,中國,景福宮,6
15,m,中國,梨泰院,1
15,m,中國,汝矣島,2
15,m,中國,汝矣島漢江公園,1
15,m,中國,清溪川,1
15,m,中國,青瓦台,3
15,m,中國台灣,南山公園,1
15,m,中國香港,N首爾塔,2
15,m,中國香港,北村韓屋村,1
15,m,中國香港,愛寶樂園,2
15,m,中國香港,景福宮,1
150,m,中國,仁寺洞,1
150,m,中國,新沙洞,1
150,m,中國香港,景福宮,1
1500,m,中國,仁寺洞,1
1500,m,中國,昌德宮,1
1500,m,中國,景福宮,5
1500,m,中國,梨泰院,1
15000,m,中國,仁川唐人街,1
15000,m,中國,廣藏市場,3
15000,m,中國,愛寶樂園,1
15000,m,中國,景福宮,1
15000,m,中國,汝矣島漢江公園,2
15000,m,中國香港,廣藏市場,1
150亿,m,中國,N首爾塔,1
1545年,t,中國,光化門廣場,1
1575,m,中國,德壽宮,1
159,m,中國,星空圖書館,2
159,m,中國,首爾大公園,1
159000,m,中國,東大門歷史文化公園站,1
1593,m,中國,德壽宮,1
1597,m,中國,光化門廣場,1
15万,m,中國,青瓦台,8
15万,m,中國,韓國國立中央博物館,1
15日,t,中國,光化門廣場,1
16,m,中國,COEX水族館,3
16,m,中國,SBS MTV-THE SHOW,1
16,m,中國,三清洞,1
16,m,中國,光化門廣場,2
16,m,中國,南山纜車,1
16,m,中國,小法蘭西,7
16,m,中國,愛寶樂園,1
16,m,中國,明洞,1
16,m,中國,景福宮,3
16,m,中國,梨泰院,2
16,m,中國,汝矣島,1
16,m,中國,華城,2
16,m,中國香港,景福宮,1
160,m,中國,亂打秀(明洞劇場),2
160,m,中國,汝矣島漢江公園,1
160,m,中國,清溪川,1
16000,m,中國,COEX水族館,1
16000,m,中國,天空公園,1
1609,m,中國,昌德宮,1
161,m,中國,景福宮,3
162,m,中國,汝矣島漢江公園,1
17,m,中國,塗鴉秀 （NH藝術廳）,1
17,m,中國,弘大自由市場,1
17,m,中國,弘益大學,2
17,m,中國,愛寶樂園,2
17,m,中國,新沙洞,1
17,m,中國,昌德宮,9
17,m,中國,星空圖書館,1
17,m,中國,景福宮,2
17,m,中國,梨泰院,1
17,m,中國,清溪川,1
17,m,中國,華城,2
17,m,中國香港,景福宮,1
1776,m,中國,華城,2
1784年,t,中國,明洞天主聖堂,2
1794年,t,中國,華城,1
1796年,t,中國,華城,1
17年,t,中國,梨泰院,1
17点,t,中國,昌德宮,1
18,m,中國,63大廈,1
18,m,中國,三清洞,2
18,m,中國,小法蘭西,2
18,m,中國,昌德宮,2
18,m,中國,星空圖書館,1
18,m,中國,景福宮,4
18,m,中國,梨泰院,1
18,m,中國,汝矣島,1
18,m,中國,汝矣島漢江公園,2
18,m,中國台灣,明洞,1
